t,p1,p2,p3,amplitude,angle
2.00600600600601,-3.10659590972018,-46.3993588602786,-25.4939723284152,-50,3.16135385225859
2.01001001001001,-2.9495148605877,-46.227250872432,-25.8231602205577,-50,3.17452603445075
2.01401401401401,-2.79626630770428,-46.0514676814214,-26.1521908325118,-50,3.18769763767969
2.01801801801802,-2.64687892429686,-45.8720434538162,-26.4810013246956,-50,3.20086843037436
2.02202202202202,-2.50138043471743,-45.6890132349068,-26.8095289276776,-50,3.21403818097797
2.02602602602603,-2.35979760589136,-45.5024129372707,-27.1377109621625,-50,3.22720665795206
2.03003003003003,-2.22215623914558,-45.3122793289999,-27.4654848589359,-50,3.24037362978055
2.03403403403403,-2.08848116242068,-45.1186500215971,-27.7927881787551,-50,3.25353886497383
2.03803803803804,-1.95879622287011,-44.9215634575452,-28.1195586321812,-50,3.26670213207281
2.04204204204204,-1.83312427984969,-44.7210588975573,-28.445734099339,-50,3.279863199653
2.04604604604605,-1.71148719830061,-44.5171764075121,-28.7712526495987,-50,3.29302183632861
2.05005005005005,-1.59390584252866,-44.3099568450823,-29.0960525611681,-50,3.30617781075655
2.05405405405405,-1.48040007038229,-44.0994418460621,-29.4200723405876,-50,3.31933089164056
2.05805805805806,-1.37098872783186,-43.8856738103995,-29.7432507421173,-50,3.33248084773523
2.06206206206206,-1.26568964395226,-43.6686958879426,-30.0655267870095,-50,3.34562744785012
2.06606606606607,-1.16451962631069,-43.4485519639043,-30.3868397826551,-50,3.35877046085375
2.07007007007007,-1.06749445676153,-43.2252866440543,-30.7071293415973,-50,3.37190965567775
2.07407407407407,-0.974628887649434,-42.9989452396451,-31.0263354004022,-50,3.38504480132084
2.07807807807808,-0.885936638422224,-42.7695737520789,-31.3443982383786,-50,3.39817566685294
2.08208208208208,-0.801430392654268,-42.5372188573248,-31.6612584961384,-50,3.41130202141924
2.08608608608609,-0.721121795481472,-42.3019278900912,-31.9768571939879,-50,3.4244236342442
2.09009009009009,-0.645021451447994,-42.063748827764,-32.2911357501439,-50,3.43754027463569
2.09409409409409,-0.573138922765448,-41.8227302741164,-32.6040359987641,-50,3.45065171198896
2.0980980980981,-0.505482727984352,-41.5789214427999,-32.9155002077846,-50,3.46375771579075
2.1021021021021,-0.442060341077882,-41.3323721406235,-33.2254710965573,-50,3.47685805562333
2.10610610610611,-0.38287819093743,-41.0831327506299,-33.5338918532776,-50,3.48995250116856
2.11011011011011,-0.327941661279468,-40.8312542149775,-33.8407061521959,-50,3.50304082221191
2.11411411411411,-0.27725509096288,-40.576788017635,-34.1458581706054,-50,3.51612278864652
2.11811811811812,-0.230821774715639,-40.3197861668998,-34.4492926055974,-50,3.52919817047727
2.12212212212212,-0.188643964269691,-40.0603011777453,-34.7509546905782,-50,3.5422667378248
2.12612612612613,-0.150722869902439,-39.7983860540099,-35.0507902115397,-50,3.55532826092955
2.13013013013013,-0.117058662383179,-39.5340942704321,-35.348745523077,-50,3.56838251015581
2.13413413413413,-0.0876504753225205,-39.2674797545444,-35.6447675641456,-50,3.58142925599574
2.13813813813814,-0.0624964079226603,-38.9985968684319,-35.9388038735519,-50,3.59446826907344
2.14214214214214,-0.041593528126177,-38.7275003903664,-36.2308026051711,-50,3.60749932014895
2.14614614614615,-0.0249378761606633,-38.4542454963239,-36.5207125428842,-50,3.62052218012228
2.15015015015015,-0.0125244684765297,-38.1788877413953,-36.8084831152302,-50,3.63353662003746
2.15415415415415,-0.00434730207490019,-37.9014830410981,-37.094064409766,-50,3.64654241108655
2.15815815815816,-0.00039935922242218,-37.6220876525995,-37.3774071871286,-50,3.65953932461367
2.16216216216216,-0.000672612549587615,-37.3407581558598,-37.6584628947938,-50,3.67252713211902
2.16616616616617,-0.00515803052892061,-37.0575514347034,-37.9371836805261,-50,3.68550560526288
2.17017017017017,-0.0138455833292861,-36.7725246578293,-38.2135224055148,-50,3.69847451586965
2.17417417417417,-0.0267242490422509,-36.4857352597678,-38.4874326571903,-50,3.71143363593184
2.17817817817818,-0.0437820202763589,-36.197240921794,-38.7588687617169,-50,3.7243827376141
2.18218218218218,-0.0650059111148932,-35.9070995528065,-39.0277857961557,-50,3.73732159325721
2.18618618618619,-0.090381964432612,-35.61536927018,-39.2941396002957,-50,3.75024997538208
2.19019019019019,-0.119895259566655,-35.322108380602,-39.557886788146,-50,3.76316765669376
2.19419419419419,-0.15352992033674,-35.027375360902,-39.8189847590867,-50,3.77607441008544
2.1981981981982,-0.191269123409549,-34.7312288388812,-40.0773917086742,-50,3.78897000864242
2.2022022022022,-0.233095107001993,-34.433727574154,-40.3330666390974,-50,3.80185422564612
2.20620620620621,-0.278989179917999,-34.1349304390075,-40.5859693692802,-50,3.81472683457806
2.21021021021021,-0.328931730913182,-33.8348963992902,-40.8360605446295,-50,3.82758760912385
2.21421421421421,-0.382902238381641,-33.5336844953368,-41.0833016464225,-50,3.84043632317715
2.21821821821822,-0.440879280359005,-33.2313538229397,-41.3276550008326,-50,3.85327275084366
2.22222222222222,-0.502840544835695,-32.927963514374,-41.5690837875912,-50,3.8660966664451
2.22622622622623,-0.568762840374151,-32.6235727194863,-41.8075520482819,-50,3.87890784452314
2.23023023023023,-0.638622107023784,-32.3182405868544,-42.0430246942654,-50,3.89170605984341
2.23423423423423,-0.712393427527075,-32.0120262450275,-42.2754675142333,-50,3.90449108739944
2.23823823823824,-0.790051038810335,-31.7049887838548,-42.504847181389,-50,3.91726270241661
2.24224224224224,-0.871568343752332,-31.3971872359107,-42.7311312602541,-50,3.93002068035609
